price,location,metro,floor,floor_count,square,living_square,kitchen_square,year,finish_type,ceiling_height,view,accomodation_type,url
135000000,"Москва, ЦАО, р-н Пресненский, наб. Пресненская, 8с1",Деловой центр,30,73,220.0,132.0,10.0,2010,Дизайнерский,unknown,На улицу,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/303755090/
135000000,"Москва, ЦАО, р-н Хамовники, пер. 1-й Тружеников, 15",Киевская,2,9,123.0,unknown,30.0,2004,Дизайнерский,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/306564372/
135000000,"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, 21с1",Деловой центр,37,85,170.0,130.0,unknown,unknown,Евроремонт,unknown,unknown,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/298625015/
140000000,"Москва, ЦАО, р-н Замоскворечье, ул. Большая Ордынка, 67",Добрынинская,5,6,170.0,120.0,unknown,1914,Дизайнерский,unknown,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/301917909/
150000000,"Москва, СЗАО, р-н Щукино, ул. Маршала Бирюзова, 32К1",Октябрьское поле,23,24,430.0,300.0,74.0,1998,Дизайнерский,3.5,На улицу,Вторичка,https://www.cian.ru/sale/flat/306881657/
150000000,"Москва, САО, р-н Хорошевский, Ленинградский просп., 37/6",Аэропорт,20,40,133.0,unknown,5.0,2021,Дизайнерский,6.0,Во двор,Вторичка,https://www.cian.ru/sale/flat/305692676/
153250000,"Москва, ЦАО, р-н Красносельский, Милютинский пер., 3",Лубянка,4,8,134.0,unknown,16.0,1898,Дизайнерский,3.4,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/305638927/
165000000,"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, 21с2",Деловой центр,34,77,182.0,114.0,31.1,2015,Дизайнерский,3.5,На улицу,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/305697482/
196977292,"Москва, ЦАО, р-н Хамовники, Еропкинский пер., 16/23",Парк Культуры,4,10,196.0,unknown,50.0,2010,Без ремонта,3.2,unknown,Вторичка,https://www.cian.ru/sale/flat/302013150/
209250000,"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, 22",Деловой центр,63,79,225.0,100.0,50.0,unknown,Дизайнерский,unknown,unknown,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/293426922/
214955000,"Москва, ЦАО, р-н Пресненский, ул. Костикова, 4к1",Улица 1905 года,11,21,165.35,unknown,unknown,2021,Дизайнерский,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/306852843/
222322000,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",Поклонная,29,53,191.5,unknown,15.0,2014,Дизайнерский,3.1,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/305062336/
228888888,"Москва, ЦАО, р-н Пресненский, Богословский пер., 8/15С1",Тверская,4,4,257.3,unknown,20.0,1917,Дизайнерский,4.2,На улицу и двор,Вторичка / Пентхаус,https://www.cian.ru/sale/flat/300566778/
231523500,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 1к9",Ломоносовский проспект,8,9,150.0,unknown,40.0,2020,Без ремонта,3.2,unknown,Вторичка,https://www.cian.ru/sale/flat/302535803/
245000000,"Москва, СЗАО, р-н Хорошево-Мневники, Таманская ул., 1к3с5",Бульвар Генерала,1,3,235.8,151.0,49.0,unknown,Без ремонта,unknown,Во двор,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/301263821/
257500000,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 1к9",Ломоносовский проспект,3,8,222.0,unknown,50.0,2020,Без ремонта,3.2,unknown,Вторичка,https://www.cian.ru/sale/flat/302535010/
295554000,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 1к9",Ломоносовский проспект,8,9,191.0,unknown,50.0,2020,Без ремонта,3.2,unknown,Вторичка,https://www.cian.ru/sale/flat/302536248/
299000000,"Москва, ЦАО, р-н Пресненский, Никитский бул., 15/16",Арбатская,5,6,247.7,145.0,22.0,1912,Дизайнерский,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/301113706/
380000000,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 1к5",Ломоносовский проспект,3,12,303.8,unknown,30.0,2020,Без ремонта,3.2,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/304877961/
550000000,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 70к6",Минская,15,17,721.0,unknown,50.0,unknown,Дизайнерский,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/303634507/
685650000,"Москва, ЮЗАО, р-н Гагаринский, ул. Косыгина, 13к1",Воробьёвы горы,20,20,457.1,unknown,unknown,2012,Без ремонта,4.1,На улицу и двор,Вторичка / Пентхаус,https://www.cian.ru/sale/flat/293515378/
855000000,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 1Б",Ломоносовский проспект,9,9,427.5,unknown,20.0,2020,Без ремонта,4.0,На улицу и двор,Вторичка / Пентхаус,https://www.cian.ru/sale/flat/292673794/
855000000,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 1Б",Ломоносовский проспект,9,9,514.0,unknown,59.0,2021,Без ремонта,3.2,На улицу и двор,Вторичка / Пентхаус,https://www.cian.ru/sale/flat/303780577/
6090000,"Москва, СВАО, р-н Марфино, Гостиничный проезд, 8К1",Окружная,5,5,20.0,15.0,5.0,1955,Евроремонт,unknown,На улицу,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/304614511/
9700000,"Московская область, Павлово-Посадский городской округ, Электрогорск, ул. Ухтомского, 10к2",unknown,9,9,98.19,51.3,16.5,2023,Черновая,2.6,unknown,Новостройка,https://www.cian.ru/sale/flat/297351944/
11800000,"Москва, ЮЗАО, р-н Коньково, ул. Бутлерова, 4К3",Беляево,1,9,60.2,unknown,6.5,1967,Без ремонта,2.6,На улицу и двор,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/298254234/
12950820,"Московская область, Одинцовский городской округ, Крюково деревня, ул. Высокая, 1",Толстопальцево,3,4,86.4,53.5,13.2,2023,Без отделки,3.1,unknown,Новостройка,https://odintsovo.cian.ru/sale/flat/302836218/
14200000,"Москва, СЗАО, р-н Южное Тушино, Туристская ул., 4К4",Сходненская,6,9,40.0,unknown,8.0,1966,Дизайнерский,2.64,Во двор,Вторичка,https://www.cian.ru/sale/flat/306683232/
15300000,"Москва, ЮАО, р-н Нагатинский затон, Затонная ул., 7К1",Кленовый бульвар,4,9,44.0,unknown,7.0,1967,Дизайнерский,unknown,На улицу,Вторичка,https://www.cian.ru/sale/flat/305909264/
15701921,"Московская область, Солнечногорск городской округ, Бакеево деревня, Бакеево Парк жилой комплекс, 9",Нахабино,4,4,113.61,unknown,unknown,2023,Без отделки,unknown,unknown,Новостройка,https://solnechnogorsk.cian.ru/sale/flat/296012777/
16400000,"Москва, ЗАО, р-н Проспект Вернадского, Ленинский просп., 130К1",Проспект Вернадского,12,14,40.0,unknown,7.0,1970,Дизайнерский,2.64,Во двор,Вторичка,https://www.cian.ru/sale/flat/306803139/
16500000,"Москва, САО, р-н Войковский, ул. Зои и Александра Космодемьянских, 11",Войковская,4,9,45.0,unknown,7.0,1976,Дизайнерский,2.64,Во двор,Вторичка,https://www.cian.ru/sale/flat/306804085/
17500000,"Москва, СЗАО, р-н Северное Тушино, бул. Яна Райниса, 6К3",Сходненская,5,9,60.0,unknown,7.0,1969,Дизайнерский,2.64,Во двор,Вторичка,https://www.cian.ru/sale/flat/305150208/
20500000,"Москва, СВАО, р-н Останкинский, ул. Вильгельма Пика",Ботанический сад,5,38,39.8,15.7,9.7,2024,Чистовая,unknown,На улицу,Новостройка,https://www.cian.ru/sale/flat/300074305/
25605040,"Москва, ЮЗАО, р-н Обручевский, ул. Академика Челомея, 1А",Воронцовская,15,25,47.6,unknown,6.3,2024,Без отделки,3.65,unknown,Новостройка,https://www.cian.ru/sale/flat/294550185/
25900000,"Москва, СЗАО, р-н Строгино, Таллинская ул., 24",Строгино,3,16,75.0,unknown,10.0,1981,Косметический,2.64,unknown,Вторичка,https://www.cian.ru/sale/flat/306605625/
29425000,"Москва, ВАО, р-н Преображенское, Большая Черкизовская ул., 20к1",Преображенская площадь,12,27,80.3,48.5,10.2,1981,Дизайнерский,2.7,Во двор,Вторичка,https://www.cian.ru/sale/flat/305648582/
33762426,"Москва, САО, р-н Хорошевский, Ленинградский просп., 37/2",Петровский Парк,2,41,48.5,unknown,unknown,2024,"Предчистовая, чистовая",3.1,unknown,Новостройка,https://www.cian.ru/sale/flat/301041605/
43000000,"Москва, СВАО, р-н Останкинский, просп. Мира, 95",Алексеевская,4,15,60.0,unknown,10.0,unknown,Дизайнерский,unknown,unknown,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/305363296/
71000000,"Москва, ЗАО, р-н Раменки, Мичуринский просп., 3",Ломоносовский проспект,4,24,133.0,unknown,20.0,2008,Дизайнерский,3.0,unknown,Вторичка,https://www.cian.ru/sale/flat/299844318/
75000000,"Москва, ЦАО, р-н Басманный, ул. Казакова, 7",Курская,4,11,72.0,unknown,15.0,unknown,Дизайнерский,3.2,unknown,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/306851287/
93000000,"Москва, ЦАО, р-н Таганский, Большой Николоворобинский пер., 9к1",Китай,2,7,60.0,27.2,27.8,2020,Евроремонт,unknown,Во двор,Вторичка,https://www.cian.ru/sale/flat/304388593/
101475000,"Москва, ЦАО, р-н Пресненский, Краснопресненская наб., 14Ак3",Москва,50,63,102.5,82.1,8.7,2023,Дизайнерский,unknown,На улицу,Вторичка,https://www.cian.ru/sale/flat/304429449/
106000800,"Москва, ЦАО, р-н Пресненский, Большой Тишинский пер., 10С1",Баррикадная,10,21,178.0,unknown,15.0,2008,Без ремонта,3.05,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/301895333/
207000000,"Москва, ЗАО, р-н Дорогомилово, Резервный проезд, 4",Студенческая,11,18,244.0,180.0,29.0,2006,Дизайнерский,unknown,На улицу,Вторичка,https://www.cian.ru/sale/flat/305434394/
230000000,"Москва, ЦАО, р-н Тверской, Петровский пер., 5С4",Пушкинская,4,4,321.7,unknown,31.0,1990,Евроремонт,3.5,unknown,Вторичка,https://www.cian.ru/sale/flat/303870733/
265000000,"Москва, ЦАО, р-н Хамовники, Ружейный пер., 3",Смоленская,10,16,264.9,unknown,26.0,2008,Дизайнерский,3.1,На улицу и двор,Вторичка / Пентхаус,https://www.cian.ru/sale/flat/306886702/
316230813,"Москва, ЦАО, р-н Пресненский, Шведский туп., 3",Тверская,11,12,254.0,unknown,unknown,2002,Без ремонта,unknown,На улицу,Вторичка,https://www.cian.ru/sale/flat/284256512/
320000000,"Москва, ЦАО, р-н Замоскворечье, Озерковская наб., 52А",Павелецкая,8,8,212.3,unknown,20.0,2006,Дизайнерский,6.8,На улицу и двор,Вторичка / Пентхаус,https://www.cian.ru/sale/flat/300431343/
350000000,"Москва, ЮЗАО, р-н Гагаринский, Андреевская наб., 1с8",Ленинский проспект,5,5,876.2,unknown,unknown,unknown,Без ремонта,unknown,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/273227621/
880395120,"Москва, ЦАО, р-н Хамовники, пер. 1-й Тружеников, 17А",Киевская,7,7,443.8,237.5,25.0,2008,unknown,unknown,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/295407392/
4300000,"Московская область, Люберцы городской округ, Малаховка рп, ул. Комсомольская, 1",Малаховка,2,9,28.3,15.7,6.9,1980,Без ремонта,unknown,Во двор,Вторичка,https://lyubertsy.cian.ru/sale/flat/306849561/
7929280,"Московская область, Сергиево-Посадский район, Хотьково, ул. Михеенко, 25к6",unknown,9,9,69.8,unknown,11.2,2024,"Без отделки, черновая",unknown,unknown,Новостройка,https://khotkovo.cian.ru/sale/flat/294351648/
9100000,"Московская область, Красногорск городской округ, Отрадное поселок, ул. Пятницкая, 19",Пятницкое шоссе,13,16,33.0,12.0,14.0,2019,Евроремонт,2.9,На улицу,Вторичка,https://krasnogorsk.cian.ru/sale/flat/306410839/
10250000,"Москва, ЮЗАО, р-н Коньково, Севастопольский просп., 58",Беляево,2,16,34.0,19.5,9.6,1979,Косметический,2.48,На улицу,Вторичка,https://www.cian.ru/sale/flat/295192527/
15350000,"Московская область, Наро-Фоминск, ул. Володарского, 10",unknown,3,7,95.92,unknown,unknown,2025,Без отделки,2.75,unknown,Новостройка,https://naro-fominsk.cian.ru/sale/flat/303909800/
15900000,"Москва, ВАО, р-н Соколиная гора, Большая Семеновская ул., 21",Электрозаводская,3,8,56.0,42.4,6.0,1963,Без ремонта,2.7,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/305244138/
18700000,"Москва, ВАО, р-н Богородское, Малая Черкизовская ул., 66",Преображенская площадь,1,12,71.5,35.0,9.7,1983,Без ремонта,2.8,unknown,Вторичка,https://www.cian.ru/sale/flat/302345285/
20000000,"Москва, СВАО, р-н Ростокино, ул. Вильгельма Пика",Ботанический сад,18,29,39.3,11.2,13.5,2024,Без отделки,unknown,Во двор,Новостройка,https://www.cian.ru/sale/flat/292547352/
24400000,"Москва, ЦАО, р-н Таганский, Таганская ул., 24С5",Марксистская,1,5,58.8,unknown,12.0,1931,unknown,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/306015204/
25000000,"Москва, ВАО, р-н Метрогородок, Тагильская ул., 4А",Бульвар Рокоссовского,19,24,80.5,55.0,15.0,2021,Дизайнерский,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/301153041/
28000000,"Москва, ЮАО, р-н Даниловский, Автозаводская ул., 23с931к3",Технопарк,8,20,58.96,38.9,5.0,2024,Без ремонта,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/303476382/
30000000,"Москва, ЗАО, р-н Можайский, ул. Петра Алексеева, 14",Давыдково,19,27,99.7,54.5,22.0,2023,Без ремонта,3.1,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/290335582/
32500000,"Москва, САО, р-н Хорошевский, Ленинградский просп., 37/4",ЦСКА,7,41,41.0,15.0,15.0,2022,Дизайнерский,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/303637669/
33158420,"Москва, ЮАО, р-н Даниловский, Автозаводская ул., 24К1",Тульская,9,15,61.45,unknown,16.6,2025,Чистовая,2.95,На улицу,Новостройка / Апартаменты,https://www.cian.ru/sale/flat/303793387/
37200000,"Москва, СЗАО, р-н Хорошево-Мневники, ул. Шеногина",Хорошёво,18,20,71.6,39.6,14.1,2024,Чистовая,unknown,Во двор,Новостройка,https://www.cian.ru/sale/flat/292678788/
38990000,"Москва, ЮВАО, р-н Кузьминки, Зеленодольская ул., 36К2",Кузьминки,11,17,125.0,69.0,12.1,2001,Дизайнерский,3.0,unknown,Вторичка,https://www.cian.ru/sale/flat/304952205/
42800000,"Москва, ЦАО, р-н Басманный, ул. Земляной Вал, 37",Чкаловская,13,21,61.0,27.0,19.3,2024,Дизайнерский,unknown,На улицу и двор,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/299237057/
54000000,"Москва, ЦАО, р-н Пресненский, Шмитовский проезд, 39к1",Шелепиха,12,23,108.2,unknown,24.5,2019,Евроремонт,3.1,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/304687237/
62046000,"Москва, ЦАО, р-н Пресненский, Дружинниковская ул., 15",Краснопресненская,4,20,76.6,unknown,unknown,2024,Без ремонта,3.1,На улицу и двор,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/303766765/
78000000,"Москва, СЗАО, р-н Покровское-Стрешнево, Береговая ул., 4К1",Балтийская,2,5,205.0,unknown,20.0,2005,Без ремонта,3.4,Во двор,Вторичка,https://www.cian.ru/sale/flat/303572161/
86000000,"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, 15",Деловой центр,46,75,114.0,92.0,12.0,2013,Дизайнерский,unknown,На улицу,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/288307714/
87000000,"Москва, ЮЗАО, р-н Обручевский, Ленинский просп., 111к1",Новаторская,47,51,320.0,unknown,unknown,2010,Косметический,3.6,unknown,Вторичка,https://www.cian.ru/sale/flat/301058357/
90000000,"Москва, ЗАО, р-н Дорогомилово, Дохтуровский пер., 6",Студенческая,6,18,152.5,unknown,15.0,2007,Дизайнерский,3.0,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/305062352/
93000000,"Москва, ЦАО, р-н Таганский, Большой Николоворобинский пер., 9к1",Китай,2,9,60.0,14.0,30.0,2020,Дизайнерский,3.1,unknown,Вторичка,https://www.cian.ru/sale/flat/303778225/
110000000,"Москва, ЗАО, р-н Можайский, ул. Вересаева, 9",Давыдково,5,9,101.0,63.0,12.0,2017,Дизайнерский,3.25,unknown,Вторичка,https://www.cian.ru/sale/flat/302792029/
110000000,"Москва, ЮЗАО, р-н Коньково, ул. Островитянова, 11К1",Коньково,6,16,207.2,unknown,unknown,2004,Дизайнерский,3.0,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/294292405/
122695066,"Москва, ЦАО, р-н Пресненский, наб. Пресненская, 8с1",Деловой центр,23,76,219.0,unknown,20.0,2008,Дизайнерский,3.1,На улицу и двор,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/300270092/
132550000,"Москва, ЦАО, р-н Якиманка, Софийская наб., 34",Новокузнецкая,7,8,75.0,22.0,32.0,2019,Без ремонта,unknown,На улицу,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/304960881/
149000000,"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, 22",Деловой центр,43,73,123.0,74.0,44.0,unknown,Дизайнерский,unknown,unknown,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/294457758/
153000000,"Москва, ЦАО, р-н Пресненский, Малый Кисловский пер., 3",Арбатская,2,7,94.0,unknown,7.7,2017,Дизайнерский,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/295271852/
165000000,"Москва, ЦАО, р-н Арбат, Большой Николопесковский пер., 13",Смоленская,4,4,268.5,unknown,28.0,2005,Дизайнерский,unknown,Во двор,Вторичка,https://www.cian.ru/sale/flat/300418284/
195643360,"Москва, ЗАО, р-н Фили-Давыдково, Давыдковская ул., 18",Давыдково,21,22,396.5,unknown,50.0,2012,Без ремонта,unknown,unknown,Вторичка / Пентхаус,https://www.cian.ru/sale/flat/302742764/
325000000,"Москва, ЦАО, р-н Пресненский, Шведский туп., 3",Тверская,4,12,212.0,unknown,20.0,2002,Дизайнерский,3.5,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/297946122/
400000000,"Москва, САО, р-н Беговой, ул. 3-я Ямского Поля, 9",Белорусская,6,6,556.4,unknown,20.0,2016,Дизайнерский,5.7,На улицу и двор,Вторичка / Пентхаус,https://www.cian.ru/sale/flat/300543381/
3710700,"Московская область, Люберцы, Октябрьский просп., 403к1А",Панки,2,4,17.1,13.4,unknown,1938,Евроремонт,unknown,Во двор,Вторичка / Апартаменты,https://lyubertsy.cian.ru/sale/flat/306008864/
3775800,"Московская область, Люберцы, Октябрьский просп., 403к1",Панки,2,4,17.4,unknown,unknown,unknown,Дизайнерский,unknown,Во двор,Вторичка / Апартаменты,https://lyubertsy.cian.ru/sale/flat/305918372/
7890000,"Московская область, Красногорск городской округ, Путилково деревня, Большое Путилково жилой комплекс, 29",Пятницкое шоссе,6,15,32.0,20.0,10.0,unknown,Косметический,2.8,Во двор,Вторичка,https://krasnogorsk.cian.ru/sale/flat/306801745/
8000000,"Москва, ЗАО, р-н Тропарево-Никулино, Ленинский просп., 158",Юго,2,22,18.3,unknown,unknown,unknown,Дизайнерский,2.7,Во двор,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/302302672/
8750000,"Москва, СВАО, р-н Отрадное, ул. Римского-Корсакова, 11к2",Отрадное,6,24,21.2,15.0,5.0,2021,Евроремонт,2.7,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/305210131/
10000000,"Москва, ЮЗАО, р-н Теплый Стан, ул. Генерала Тюленева, 29К1",Тёплый Стан,6,16,34.2,18.9,9.6,1980,Евроремонт,2.5,Во двор,Вторичка,https://www.cian.ru/sale/flat/284634848/
11500000,"Москва, НАО (Новомосковский), Десеновское поселение, ул. Гренадерская, 9к1",Ольховая,9,14,55.2,31.5,11.9,2022,Евроремонт,2.75,На улицу,Вторичка,https://www.cian.ru/sale/flat/304323178/
14009900,"Московская область, Реутов, Эво жилой комплекс, к4",Новокосино,3,25,66.79,32.5,10.8,2026,Без отделки,2.7,Во двор,Новостройка,https://reutov.cian.ru/sale/flat/301003593/
14189121,"Московская область, Мытищи, мкр. 25, Имени Г.Т. Шитикова микрорайон, Кит 2 жилой комплекс",Медведково,23,25,51.52,26.1,11.2,2025,"Без отделки, предчистовая, чистовая",2.82,unknown,Новостройка,https://mytishchi.cian.ru/sale/flat/296482843/
15300000,"Москва, НАО (Новомосковский), Внуковское поселение, бул. Андрея Тарковского, 7",Рассказовка,10,11,45.0,unknown,unknown,2018,Дизайнерский,3.0,На улицу,Вторичка,https://www.cian.ru/sale/flat/303202897/
17082288,"Москва, ЗАО, р-н Очаково-Матвеевское, Аминьевское ш., 6",Давыдково,15,21,37.7,27.1,unknown,2020,"Предчистовая, черновая, чистовая",3.3,unknown,Новостройка / Апартаменты,https://www.cian.ru/sale/flat/302690311/
18374400,"Москва, СВАО, р-н Марьина роща, Тэйт жилой комплекс",Марьина Роща,34,49,38.28,11.8,unknown,2027,Предчистовая,3.12,unknown,Новостройка,https://www.cian.ru/sale/flat/302789697/
19900000,"Москва, САО, р-н Дмитровский, Дмитровское ш., 107Ак2",Яхромская,2,17,52.0,unknown,unknown,2018,Дизайнерский,2.8,На улицу,Вторичка,https://www.cian.ru/sale/flat/301254239/
24000000,"Москва, САО, р-н Хорошевский, Хорошевское ш., 25Ак1",Полежаевская,13,24,42.9,unknown,14.6,2022,Без ремонта,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/304298307/
26730000,"Москва, СЗАО, р-н Хорошево-Мневники, Причальный проезд, 10к1",Шелепиха,27,33,49.5,20.0,20.0,2023,Без ремонта,unknown,На улицу,Вторичка,https://www.cian.ru/sale/flat/305646685/
27500000,"Москва, САО, р-н Дмитровский, Лобненская ул., 13к3",Лианозово,12,33,72.2,47.0,13.0,2021,Евроремонт,3.0,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/306195282/
28500000,"Москва, ЮЗАО, р-н Обручевский, ул. Архитектора Власова, 71к2",Воронцовская,26,34,66.4,45.5,14.1,2023,Без ремонта,3.5,На улицу,Вторичка,https://www.cian.ru/sale/flat/304478572/
30000000,"Москва, СЗАО, р-н Хорошево-Мневники, Причальный проезд, 10к1",Шелепиха,10,32,34.0,23.1,3.1,2023,Без ремонта,unknown,На улицу,Вторичка,https://www.cian.ru/sale/flat/304544588/
29999000,"Москва, САО, р-н Ховрино, Беломорская ул., 23к5",Беломорская,9,30,54.0,23.2,21.0,2020,Дизайнерский,2.8,На улицу,Вторичка,https://www.cian.ru/sale/flat/304385203/
30999999,"Москва, СЗАО, р-н Хорошево-Мневники, Шелепихинская наб., 34к3зд7",Шелепиха,2,24,68.0,unknown,17.0,2020,Без ремонта,3.2,Во двор,Вторичка,https://www.cian.ru/sale/flat/304879392/
33500000,"Москва, ЦАО, р-н Пресненский, Шмитовский проезд, 39к8",Шелепиха,22,53,80.3,50.9,18.5,2024,Без отделки,unknown,unknown,Новостройка,https://www.cian.ru/sale/flat/302024038/
33500000,"Москва, ЗАО, р-н Раменки, ул. Лобачевского, 120к1",Аминьевская,8,39,84.8,48.0,16.0,2022,Без ремонта,unknown,На улицу,Вторичка,https://www.cian.ru/sale/flat/304249764/
38200000,"Москва, ЗАО, р-н Проспект Вернадского, ул. Удальцова, 44",Мичуринский проспект,19,25,100.4,54.7,11.5,1998,Косметический,unknown,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/302695724/
38700000,"Москва, СЗАО, р-н Хорошево-Мневники, просп. Маршала Жукова, 59",Народное Ополчение,3,20,108.0,unknown,19.4,2005,Косметический,3.0,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/303439680/
39900000,"Москва, ЦАО, р-н Басманный, ул. Земляной Вал, 21/2С1",Курская,7,9,65.0,43.0,8.0,1938,Дизайнерский,3.1,unknown,Вторичка,https://www.cian.ru/sale/flat/302615259/
39900000,"Москва, ЮВАО, р-н Лефортово, ул. Крузенштерна, 10к1",Авиамоторная,9,29,79.5,48.5,7.1,2022,Дизайнерский,2.8,На улицу,Вторичка,https://www.cian.ru/sale/flat/297721781/
39900000,"Москва, ЦАО, р-н Тверской, Благовещенский пер., 5",Маяковская,4,8,64.0,39.0,10.0,1902,Евроремонт,unknown,Во двор,Вторичка,https://www.cian.ru/sale/flat/296403571/
49000000,"Москва, ЮАО, р-н Даниловский, Автозаводская ул., 23Бк2",Автозаводская,2,24,64.0,unknown,28.0,2020,Дизайнерский,2.8,Во двор,Вторичка,https://www.cian.ru/sale/flat/306666224/
65000000,"Москва, ЮАО, р-н Даниловский, ул. Архитектора Щусева, 1",ЗИЛ,7,14,94.2,unknown,unknown,2022,Дизайнерский,3.2,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/305642729/
67000000,"Москва, ЦАО, р-н Якиманка, ул. Большая Якиманка, 26",Октябрьская,10,10,106.3,68.0,18.0,1991,Евроремонт,3.0,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/304735360/
78000000,"Москва, ЗАО, р-н Тропарево-Никулино, просп. Вернадского, 92К1",Тропарёво,8,15,151.4,100.0,35.0,unknown,Евроремонт,unknown,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/302453842/
80000000,"Москва, СВАО, р-н Алексеевский, Новоалексеевская ул., 16К5",Алексеевская,10,12,103.0,unknown,10.0,2020,Дизайнерский,3.05,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/305968630/
120000000,"Москва, САО, р-н Хорошевский, проезд Аэропорта, 8",Аэропорт,1,3,221.7,150.0,20.0,2015,Евроремонт,unknown,Во двор,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/300029805/
130000000,"Москва, ЦАО, р-н Пресненский, ул. Спиридоновка, 27/24",Баррикадная,5,5,250.0,200.0,30.0,1914,Без ремонта,4.0,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/302341293/
167186144,"Москва, ЦАО, р-н Пресненский, наб. Пресненская, 8с1",Деловой центр,38,75,225.0,190.0,30.0,2010,Дизайнерский,3.6,На улицу и двор,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/305531379/
175000000,"Москва, ЦАО, р-н Хамовники, 1-й Зачатьевский пер., 5",Парк Культуры,3,8,163.0,unknown,unknown,2005,Дизайнерский,3.2,Во двор,Вторичка,https://www.cian.ru/sale/flat/302812231/
180000000,"Москва, СЗАО, р-н Покровское-Стрешнево, Береговая ул., 8К1",Октябрьское поле,5,5,306.6,190.0,22.2,2002,Дизайнерский,3.3,На улицу и двор,Вторичка / Пентхаус,https://www.cian.ru/sale/flat/306363094/
185000000,"Москва, ЗАО, р-н Раменки, Воробьевское ш., 4С1",Поклонная,13,16,157.3,unknown,unknown,2017,Без ремонта,3.2,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/306504313/
229569698,"Москва, ЦАО, р-н Хамовники, ул. Остоженка, 11",Кропоткинская,4,6,185.0,unknown,20.0,2012,Без ремонта,3.5,unknown,Вторичка,https://www.cian.ru/sale/flat/303589611/
260000000,"Москва, ЦАО, р-н Хамовники, ул. Льва Толстого, 23к1",Парк Культуры,6,10,96.0,unknown,16.0,2014,Дизайнерский,3.4,unknown,Вторичка,https://www.cian.ru/sale/flat/303252400/
